comment,text_clean,sentiment,sentiment_score
"semangat pa sehat selalu ,,🥰",semangat pa sehat selalu,Positif,0.9875
petani yg di butuhkan bukan pinjam uang..biarpun mereka pinjam uang perbulannya bayar pakai apa.sedangkan mereka panen 120hari.petani hanya butuh harga jual yg sesuai.bapak hanya kasih 6500/kg itu masih rendah pak.sedangkan saat inipertanian butuh obat pertanian yg banyak dan mahal ongkos butuh tani skr mahal.alat pertanian harga tidak masuk akal bagi petani Coba pak tanam sendiri nanti akan merasakan pahitnya bertani.dengan harga jual 6500/kg.,petani yg butuhkan bukan pinjam uang biarpun pinjam uang perbulannya bayar pakai apa panen hari petani butuh harga jual yg sesuai bapak kasih kg rendah pak inipertanian butuh obat pertanian yg banyak mahal ongkos butuh tani skr mahal alat pertanian harga masuk akal petani coba pak tanam sendiri merasakan pahitnya bertani harga jual kg,Negatif,0.8157
toko nggk ada dagangannya ya ditutup sj,toko nggk dagangannya ditutup sj,Negatif,0.992
Saya setuju dengan pemikiran prabowo yang lebih ke ‘kiri’ namun disayangkan dibawahnya memberi laporan palsu,setuju pemikiran prabowo lebih kiri disayangkan dibawahnya memberi laporan palsu,Negatif,0.9968
ribetttt amattt pakeee fotocopy,ribetttt amattt pakeee fotocopy,Negatif,0.9977
Heran nya di pelosok desa dalam hutan pun ada. Yg beli siapa,heran nya pelosok desa hutan yg beli siapa,Negatif,0.9889
endingnya nanti jadi bangunan mangkrak😁,endingnya jadi bangunan mangkrak,Negatif,0.9961
*simpan,simpan,Netral,0.8218
samasekali tidak MENARIK🗿,samasekali menarik,Positif,0.9927
[Sticker] biar sticker yg berbicara,sticker biar sticker yg berbicara,Netral,0.8875
menurut sampean harga barang lebih murah atau cenderung sama seperti ind.dan Alfa .bang??,sampean harga barang lebih murah cenderung sama ind alfa bang,Positif,0.9544
"ekspektasi ku terlalu tinggi,, bayangku pdhal barangnya komplitt fulll bnget lgo",ekspektasi ku terlalu tinggi bayangku pdhal barangnya komplitt fulll bnget lgo,Negatif,0.9945
bkin lpangan krja dlu baru kdmp di terapkan...krn beli itu pake uang,bkin lpangan krja dlu baru kdmp terapkan krn beli pake uang,Netral,0.5985
ada murah hargany,murah hargany,Positif,0.9947
"kasian
bnyk karyawan nyaa",kasian bnyk karyawan nyaa,Negatif,0.9971
"pas di buka kosong,berasa dikasih kejutan😭",pas buka kosong berasa dikasih kejutan,Positif,0.9795
"yang lebih saya heran nama nya koperasi tapi sumber dana nya dari utang bank Himbara dan APBN... yang di namakan koperasi harus nya sumber dana dari simpanan pokok, simpanan wajib, hibah, dana cadangan... terus karyawan nya juga aneh di seleksi oleh TNI dan di bayar negara... harusnya kan dipilih oleh anggota dan gaji dari shu.",lebih heran nama nya koperasi sumber dana nya utang bank himbara apbn namakan koperasi nya sumber dana simpanan pokok simpanan wajib hibah dana cadangan terus karyawan nya aneh seleksi tni bayar negara harusnya kan dipilih anggota gaji shu,Negatif,0.9938
bikin bnyak masyarakat sengsara,bikin bnyak masyarakat sengsara,Negatif,0.9975
di kota temanggung juga blm aktif padahal bangunan Judah jadi.,kota temanggung blm aktif padahal bangunan judah jadi,Negatif,0.9414
aamiinnnnnnnnn,aamiinnnnnnnnn,Positif,0.9742
maaf pak boleh tanya ga? pembuatan kopdes itu dibiayai negara full atau gimana?,maaf pak tanya ga pembuatan kopdes dibiayai negara full gimana,Netral,0.8187
Jahat bgt pak,jahat bgt pak,Negatif,0.9982
tempat gua juag 16 ribu di koprasi 16 ribu,tempat gua juag ribu koprasi ribu,Netral,0.9071
ngumung enak bos..cek gampange.. Alfa maju karena profesional dalam bekerja..dan itu proses puluhan tahun,ngumung enak bos cek gampange alfa maju profesional bekerja proses puluhan tahun,Positif,0.9833
satu rak buat satu produk 😭,satu rak buat satu produk,Netral,0.976
LPG 16 rebu 🤣🤣🤣🤣,lpg rebu,Netral,0.494
selamat calon pemangkrakan 🤣,selamat calon pemangkrakan,Positif,0.827
ke tetangga aj lah kurang 500 bisa bsok lgi,tetangga aj lah kurang bsok lgi,Negatif,0.9961
"proyek bangke lah , di tempat saya bangunya tepat di tengah"" jalan ,,,",proyek bangke lah tempat bangunya tepat tengah jalan,Positif,0.4067
"Sabar banyak istighfar....Rezeki itu sudah ditentukan sama Allah SWT. Tugas kita cuma berusaha aja, hasil rezeki biarlah Allah SWT yang memberikan terbaikNYA.",sabar banyak istighfar rezeki ditentukan sama allah swt tugas cuma berusaha aja hasil rezeki biarlah allah swt memberikan terbaiknya,Positif,0.7904
"bukannya indomaret dan alfamart itu hasil dari investasi dalam negeri, kalo ditutup investor jadi takut lho buka usaha di negeri ini",bukannya indomaret alfamart hasil investasi negeri kalo ditutup investor jadi takut lho buka usaha negeri,Negatif,0.9963
"tiori mudah pak dilapangan tk semudah itu.,makanya jangan anggap semua gampang,..pemimpin kita kurang solid",tiori mudah pak dilapangan tk semudah makanya jangan anggap semua gampang pemimpin kurang solid,Negatif,0.9443
asli kek game simulator horror yg sering dimainin windut 😂,asli kek game simulator horror yg sering dimainin windut,Positif,0.9648
wahh 😢,wahh,Positif,0.9901
"Displaynya beneran apa pinjam ini,setelah pak pres pergi kosong lg ntar",displaynya beneran apa pinjam pak pres pergi kosong lg ntar,Negatif,0.9571
koplak,koplak,Negatif,0.9916
ngikutin 212 mart anjir😂,ngikutin mart anjir,Negatif,0.997
TNI sekarang kerjanya nyaga gerai ya,tni sekarang kerjanya nyaga gerai,Negatif,0.9717
beda yg ini MODAL NYA UNLIMITED ...APBN BEKINGANNYA..,beda yg modal nya unlimited apbn bekingannya,Negatif,0.5929
ngakak 🤣,ngakak,Positif,0.9848
"@iws1976:ngapain bikin koperasi, langsung aja buka frinces sama Indomarco tong...barang gak usah nyari3 tinggal minta kirim ...harus ngomong apa lagi gituloh....hadeeehh",ngapain bikin koperasi langsung aja buka frinces sama indomarco tong barang gak usah nyari tinggal minta kirim ngomong apa gituloh hadeeehh,Negatif,0.9792
"saya solar semua mobilnya, izinnnnn",solar semua mobilnya izinnnnn,Negatif,0.7589
itu kan perushaaan milik pribadi pak apa hak nya pemerintah melarang?😭,kan perushaaan milik pribadi pak apa hak nya pemerintah melarang,Negatif,0.9612
dagelannn 😁😁,dagelannn,Negatif,0.8588
damn,damn,Positif,0.9895
bertahan sampe kapan nih...karena ada vt yg memperlihatkan koperasi lgsg tutup setelah diresmikan...,bertahan sampe kapan nih vt yg memperlihatkan koperasi lgsg tutup diresmikan,Netral,0.7664
prett,prett,Negatif,0.9934
Karyawan nya di kemana in!!!,karyawan nya in,Negatif,0.8632
Lpj pink naik bgt jd 120 😭,lpj pink naik bgt jd,Positif,0.9653
"Memang begitu alur nya, Kurasa Saham Alfamart n indo di beli Negara dan mereka bakalan ganti nama.",memang alur nya kurasa saham alfamart indo beli negara bakalan ganti nama,Netral,0.9086
Membangun pejabat korupsi terang terangan,membangun pejabat korupsi terang terangan,Negatif,0.9969
Baru buka udah berasa kek mau bangkrut,baru buka udah berasa kek mau bangkrut,Negatif,0.9971
"kok malah kek mau nyaingin alfa/indo ya 😂
bukannya denger2 kemarin jual prodak2 sesuai dgn hasil bumi di tempat tsb ya, misalkan banyak pada bertani, jualnya pupuk, media,dll.",kok malah kek mau nyaingin alfa indo bukannya denger kemarin jual prodak sesuai dgn hasil bumi tempat tsb misalkan banyak bertani jualnya pupuk media,Negatif,0.9355
knp ga di susun kebelakang biar rapih,knp ga susun kebelakang biar rapih,Negatif,0.8458
minimarket berkedok kopdes merah putih 🤣,minimarket berkedok kopdes merah putih,Netral,0.9438
semangatt kakkk...semoga bisa bertahann ditengahh gempuran dollar 17600😅,semangatt kakkk semoga bertahann ditengahh gempuran dollar,Positif,0.9427
baru pembukaan aja udah ky toko mau bangkrut...🤪,baru pembukaan aja udah ky toko mau bangkrut,Negatif,0.9964
urea 700 k,urea,Netral,0.5994
"emang proyek ngada ngada ini bang, ngada ngadain anggaran aja biar bisa bancakan, judulnya kopdes tapi jualannya barang"" pabrik besar, ini aja ama toko madura masih menang toko madura display dan barangnya macam macam",emang proyek ngada ngada bang ngada ngadain anggaran aja biar bancakan judulnya kopdes jualannya barang pabrik besar aja ama toko madura menang toko madura display barangnya macam macam,Negatif,0.9823
padahal wes ra covid,padahal wes ra covid,Negatif,0.9582
gudang indomaret🤣,gudang indomaret,Netral,0.9646
Atur se plenger mungkin,atur se plenger mungkin,Netral,0.7095
zmn Mega Indomaret... zman biji satu koperasi merah putih.,zmn mega indomaret zman biji satu koperasi merah putih,Netral,0.9978
"sebutkan 1 aja.. koprasi saat ini yg buganya gede? KOPRASI MERAH PUTIH AJA BARU DIBANGUN.. SAN BELUM MERATA.. KOK ANDA BISA BILANG BANYAK DATA...
GAK MASUK LOGIKA....
KOPRASI BELOM JADI UDAH PUNYA DATA BUNGANYA GEDE",sebutkan aja koprasi yg buganya gede koprasi merah putih aja baru dibangun san merata kok bilang banyak data gak masuk logika koprasi belom jadi udah punya data bunganya gede,Negatif,0.9156
promo sebulan serba 1000. dijamin resik kang. resiko ditanggung pusat🗿,promo sebulan serba dijamin resik kang resiko ditanggung pusat,Positif,0.9416
buka mbg dan kopmer buat persiapan 5 tahun kedepan untuk kampanye🙂,buka mbg kopmer buat persiapan tahun kedepan kampanye,Netral,0.9885
"dibeli aja guysss.. mumpung lagi murah, selanjutnya paling.. ya gitu lah kalian tau sendiri 🤭🤭",dibeli aja guysss mumpung murah selanjutnya paling gitu lah kalian tau sendiri,Positif,0.8025
cuma peromosi,cuma peromosi,Negatif,0.9933
jualan apa ngelawak nih😁,jualan apa ngelawak nih,Negatif,0.9939
apa bedanya sama 212 mart,apa bedanya sama mart,Netral,0.8851
kayanya viewer bang windah🙏🏻,kayanya viewer bang windah,Positif,0.8904
kurang afdol karna seragamnya gak merah putih,kurang afdol karna seragamnya gak merah putih,Negatif,0.9718
"ditempatku koperasi merah putih dibangun di lapangan desa satu2 nya,,,,biasanya kami olahraga, mengadakan acara doa bersama, main layang2 dll di lapangan sekarang g punya tempat lagi",ditempatku koperasi merah putih dibangun lapangan desa satu nya biasanya olahraga mengadakan acara doa bersama main layang lapangan sekarang punya tempat,Netral,0.7004
percya GK pasti gudang korupsi,percya gk gudang korupsi,Negatif,0.981
museum ta Iki 🗿,museum ta iki,Negatif,0.9512
Halah,halah,Negatif,0.8917
ngga lagi lagi gua pilih prabowo di 2029 mendatang,ngga gua pilih prabowo mendatang,Negatif,0.961
@🆑 ldr ta iki😭,ldr ta iki,Negatif,0.9873
Punya salim yg punya indomrt,punya salim yg punya indomrt,Netral,0.9952
"Gonggong banget yg display kyk gitu misal ada org nyari yg warna ungu ya tingga ambil paling depan dimana mana ya di urut warnanya biar org yg mau nyari warna ungu harus melewati warna lainnya dulu. Ketahuan banget di kasih jarak biar terlihat penuh, label harga juga gak ada 🤣🤣🤣",gonggong banget yg display kyk gitu misal org nyari yg warna ungu tingga ambil paling depan mana urut warnanya biar org yg mau nyari warna ungu melewati warna lainnya dulu ketahuan banget kasih jarak biar terlihat penuh label harga gak,Negatif,0.9071
"kan ini murah ya harganya kata pak presiden
trus knpa indo/Alfa harus tutup kn harga mereka lbih mahal,
otomatis org2 pada beli ke yang murah",kan murah harganya kata pak presiden trus knpa indo alfa tutup kn harga lbih mahal otomatis org beli murah,Negatif,0.7052
gini amat dah😔,gini dah,Negatif,0.8762
waduhhhh knp begini knp bgitu...,waduhhhh knp begini knp bgitu,Negatif,0.9961
"bertahan nggak nyampai 6 bulan kayaknya,karena udah menyakitkan hati rakyat yg lain pasti nggak berkah",bertahan nyampai bulan kayaknya udah menyakitkan hati rakyat yg berkah,Negatif,0.996
"ini barangnya cuma itu aja kak?😭
atau barang yang lain belum pada sampe?",barangnya cuma aja kak barang sampe,Netral,0.8162
APA INI?🗿,apa,Negatif,0.982
[Sticker] GTW,sticker gtw,Netral,0.9734
kyo pasaran 😂,kyo pasaran,Negatif,0.8763
"bersaingnya engga sehat, harga jual dj bawah pasar.. sedangkan bahan2 yg beredar di lingkungan masyarakat harga melonjak tinggi..",bersaingnya engga sehat harga jual dj bawah pasar bahan yg beredar lingkungan masyarakat harga melonjak tinggi,Negatif,0.9926
"[Sticker] ojo ngono mas,saiki emang urong sepiro leh ngisi,selot suwe yo tutop",sticker ojo ngono mas saiki emang urong sepiro leh ngisi selot suwe yo tutop,Negatif,0.9416
"lebih baik bersaing secara sehat ajalah, indomaret dan alfamart berdekatan tetep ada yg beli kok",lebih baik bersaing sehat ajalah indomaret alfamart berdekatan tetep yg beli kok,Positif,0.9766
mending kmart familymart indomart alfamart aja dah aman,mending kmart familymart indomart alfamart aja dah aman,Netral,0.9565
"sebel bgt liat display nya bgtu, wlwpn gue bkn org retail cm kek aneh masa 1 merk bejejer semua😭",sebel bgt liat display nya bgtu wlwpn gue bkn org retail cm kek aneh masa merk bejejer semua,Negatif,0.9975
luar biasa pak prabowo.... ini jauuuh lebih bagus daripada indomaret 🤣,luar biasa pak prabowo jauuuh lebih bagus indomaret,Positif,0.9943
ada simpan pinjam..yuk rame2 pinjam..siapa tau trus....😂..,simpan pinjam yuk rame pinjam siapa tau trus,Negatif,0.6997
"Kmren yg pas debat bilang g*blog siapa ya, kok ngomongin attitude",kmren yg pas debat bilang blog siapa kok ngomongin attitude,Negatif,0.9719
sembarangan comot nama org...,sembarangan comot nama org,Negatif,0.9968
komentar nya nyawit semua😂,komentar nya nyawit semua,Negatif,0.9801
kirain cuman ada di desa desa🤭,kirain cuman desa desa,Negatif,0.9925
"Jangka panjang ❎
Jangka pendek ✅",jangka panjang jangka pendek,Netral,0.6292
[Sticker] ,sticker,Positif,0.6144
MENDING BELANJA DI TOKO GROSIR DAPAT DISCOUNT 😁😁,mending belanja toko grosir discount,Positif,0.7295
@ajooooo bikin sawan ni program,bikin sawan ni program,Negatif,0.9549
😂gk ada niat2 nya jualan,gk niat nya jualan,Negatif,0.9978
sopo sing duwe ide nyusun koyo ngunu😂,sopo sing duwe ide nyusun koyo ngunu,Negatif,0.979
"yg kudengar barang2nya smntr minjem dr gudang minimarket sebelah....abis diresmikan pak wowo, barang dibalik-balikin lagi, jd entah kpn koperasi tsb buka lagi.....",yg kudengar barangnya smntr minjem dr gudang minimarket sebelah abis diresmikan pak wowo barang dibalik balikin jd entah kpn koperasi tsb buka,Netral,0.8916
merah kuning hijau dilangit yang biru,merah kuning hijau dilangit biru,Netral,0.959
emang sama?,emang sama,Positif,0.9476
aku padamu biru didepan ada kursi melamun gk kau 🤣,aku padamu biru didepan kursi melamun gk kau,Negatif,0.952
gausah tutup mata jg harganya ga keliatan mba ijo,gausah tutup mata jg harganya ga keliatan mba ijo,Positif,0.7847
isinya sama aja yg ada di alfamart atau indomaret.... tp ngak lengkap. harga harus lebih murah.,isinya sama aja yg alfamart indomaret tp ngak lengkap harga lebih murah,Negatif,0.8655
"masarakat tidak akan belanja di kopdes,",masarakat belanja kopdes,Netral,0.955
ada loker e mbak sok di share di grup anggota KDMP setiap desa... aku yo daftar tp gak lolos... padahal bojoku yo kades...😂 soale sg nyeleksi bukan perangkat arep nitip yo g bisa soale pake sistem dari panitia seleksi lgsg pusat,loker mbak sok share grup anggota kdmp desa aku yo daftar tp gak lolos padahal bojoku yo kades soale sg nyeleksi bukan perangkat arep nitip yo soale pake sistem panitia seleksi lgsg pusat,Negatif,0.9908
"mulia sekali bapak""""""
semoga bapak pajang umur Dan sehat selalu aamiiin",mulia sekali bapak semoga bapak pajang umur sehat selalu aamiiin,Positif,0.9676
bikin hastag yu @janganbelanjadi koperasimerahutih,bikin hastag yu koperasimerahutih,Netral,0.9938
"di tempat saya untuk mendaftarkan menjadi anggota harus mengeluarkan uang 110 pak alasan nya untuk modal awal,, sedang kan bapak mengatakan modal nya sudah ada,,,",tempat mendaftarkan menjadi anggota mengeluarkan uang pak alasan nya modal awal sedang kan bapak mengatakan modal nya,Netral,0.7659
"setelah Bowo keluar dari pintu Koperasi, seketika itu Harga Melonjak Naik🤣🤣🤣🤣",bowo keluar pintu koperasi seketika harga melonjak naik,Netral,0.9229
bahkan rak prsdiaan bulananku lebih rapett 😭🤣,bahkan rak prsdiaan bulananku lebih rapett,Positif,0.9648
opo iki warung maduro ta 🗿,opo iki warung maduro ta,Negatif,0.9707
entar sebulan harga akan berubah,entar sebulan harga berubah,Negatif,0.9424
Di tempat kami belum di buat udah pada tutup 😂😂😂,tempat buat udah tutup,Negatif,0.9264
masi rame gacoan😌,masi rame gacoan,Positif,0.8449
btw tahan berapa lama ya,btw tahan berapa lama,Negatif,0.7503
terus?,terus,Positif,0.6473
utk pakaian adat nyewax brp juta??? 😭,utk pakaian adat nyewax brp juta,Netral,0.9782
hrrrggh cuh,hrrrggh cuh,Positif,0.7706
yakali langsung dari petani..emng petani bisa packing..yang d maksud dari petani itu. bahan2nya terus di pack sama pabrik..,yakali langsung petani emng petani packing maksud petani bahannya terus pack sama pabrik,Netral,0.9071
Pasti bangkrut,bangkrut,Negatif,0.9976
astagfirullah,astagfirullah,Negatif,0.9936
buka tiktok nemu ae cah siji iki,buka tiktok nemu ae cah siji iki,Negatif,0.8909
ketik saja.,ketik,Netral,0.9839
"Cuma asal jadi,agar uang dari atasan nya turun,pas sudah jadi yg ada tutup terus,lagi2 hambur uang negara sia2",cuma asal jadi uang atasan nya turun pas jadi yg tutup terus hambur uang negara sia,Negatif,0.9966
jgn beli di situ gess😭,jgn beli situ gess,Negatif,0.9844
buang buang anggaran alihkan buat kesejahteraan rakyat,buang buang anggaran alihkan buat kesejahteraan rakyat,Negatif,0.996
[Sticker] ,sticker,Positif,0.6144
kak gimna konsepnya..harus.ada harga dong biar sama2 terbuka,kak gimna konsepnya harga dong biar sama terbuka,Netral,0.979
Lagi berusaha mencairkan 🤣,berusaha mencairkan,Positif,0.5412
belum untung.. sudah beli mobil,untung beli mobil,Positif,0.9956
tetap warung kecil,tetap warung kecil,Positif,0.955
Yg 1 hari tutup ya🤣,yg hari tutup,Netral,0.9177
alfa lumayan terjangkau,alfa lumayan terjangkau,Positif,0.9956
mkny Indomaret n Alfamart pelan2 mau d tutup semua dgn alasan yg ngadi2,mkny indomaret alfamart pelan mau tutup semua dgn alasan yg ngadi,Negatif,0.9527
pak koq di tv berita nya koperasi nya tutup dan baliho nya di turunin sehari habis launching kenapa itu ya pak?,pak koq tv berita nya koperasi nya tutup baliho nya turunin sehari habis launching pak,Negatif,0.8209
Program tiba2 muncul tiba2 ngilang,program tiba muncul tiba ngilang,Negatif,0.9959
Kompak gausah jajan disana,kompak gausah jajan disana,Positif,0.8509
ada yg muat pasir,yg muat pasir,Netral,0.6019
parah sih wkwkkw,parah sih wkwkkw,Negatif,0.9979
[Sticker] laku keras njr,sticker laku keras njr,Positif,0.9565
mantap,mantap,Positif,0.9972
info dong bangke bandara di tempat klean,info dong bangke bandara tempat klean,Netral,0.5988
"udah berjarak jauh, barang nya masih sedikit lagi🤦‍♀️",udah berjarak jauh barang nya sedikit,Negatif,0.9707
ngelawak,ngelawak,Negatif,0.9823
seh murah Bravo supermarket+lebih lengkap 🗿,seh murah bravo supermarket lebih lengkap,Positif,0.9877
😂😂😂kocak,kocak,Positif,0.994
"gada info loker tiba"" udh ada karyawany aja aduh😂",gada info loker tiba udh karyawany aja aduh,Negatif,0.9955
emng iya katanya 16k,emng iya katanya,Negatif,0.9589
buang2 anggaran,buang anggaran,Negatif,0.9974
cuma buat kedok,cuma buat kedok,Negatif,0.9952
biar apa guys,biar apa guys,Negatif,0.9678
baris berbaris gitu ya konsep nya?,baris berbaris gitu konsep nya,Positif,0.8099
[Sticker] opo”an ki,sticker opo an ki,Negatif,0.9902
udah mah ekonomi gak karuan malah mau melumpuhkan pedagang kecil,udah mah ekonomi gak karuan malah mau melumpuhkan pedagang kecil,Negatif,0.9977
"di gunung mas Palangkaraya
gas melon 1 tabung nya 50 ribu 🥲",gunung mas palangkaraya gas melon tabung nya ribu,Netral,0.9972
beli di warung tetangga aja,beli warung tetangga aja,Netral,0.9277
Tahan berapa bulan ini,tahan berapa bulan,Negatif,0.7466
"kok mirip grosir ya?
katanya produk UMKM?",kok mirip grosir katanya produk umkm,Negatif,0.9877
Gaji persentasi dr hasil penjualan dipotong beberapa % utk ngangsur.,gaji persentasi dr hasil penjualan dipotong beberapa utk ngangsur,Netral,0.9033
emang paham gituan gak bakal,emang paham gituan gak bakal,Negatif,0.9525
terima kasih Pak,terima kasih pak,Positif,0.8701
@taurus🐚🩶 retail menangis liat ini,retail menangis liat,Negatif,0.9955
kira2 hrga LPG yg 3kg. berapa yua...,kira hrga lpg yg kg berapa yua,Netral,0.9914
19 jt dilapangan mencari kerja,jt dilapangan mencari kerja,Negatif,0.6682
[Sticker] ,sticker,Positif,0.6144
ini pertandingan lawan siapa?,pertandingan lawan siapa,Negatif,0.9873
bagus juga alfa,bagus alfa,Positif,0.9947
"Wkwk disempatkan dong, kan kopdes merah putih tuh ibarat retail yaa. Org yg kerja di bidang retail harus paham planogram, sering² study visit ke retail yg udh gede",wkwk disempatkan dong kan kopdes merah putih tuh ibarat retail yaa org yg kerja bidang retail paham planogram sering² study visit retail yg udh gede,Netral,0.7911
proyek korupsi baru lagi nih,proyek korupsi baru nih,Negatif,0.9964
Dgdhdhdhdhdb,dgdhdhdhdhdb,Positif,0.7805
"ladang cuan buat pejabat aja buat2 kaya gini, ga cukup dri mbg pajak dll, maruk bner jdi pejabat YAALLAH",ladang cuan buat pejabat aja buat kaya gini ga cukup dri mbg pajak maruk bner jdi pejabat yaallah,Negatif,0.9949
habis ini langsung tutup🤣,habis langsung tutup,Netral,0.9153
mending belanja di madura lebih lengkap,mending belanja madura lebih lengkap,Positif,0.8459
TONG DI BELIII,tong beliii,Negatif,0.9579
kaya supermarket simulator😭,kaya supermarket simulator,Positif,0.971
Kayak main supermarket simulator 🙏🏻,kayak main supermarket simulator,Negatif,0.5271
gak usah ribet kalo mau beli ya beli.. kalo gak mau beli ya sudah gt aja.. tetangga q berhadapan buka toko gk ribet amat kalo toko satunya rame yg satu sepi ya emang sudah di takar rejekinya,gak usah ribet kalo mau beli beli kalo gak mau beli gt aja tetangga berhadapan buka toko gk ribet kalo toko satunya rame yg satu sepi emang takar rejekinya,Positif,0.7396
Jauh banget jarak selving Indomie goreng kak🤏🏻,jauh banget jarak selving indomie goreng kak,Negatif,0.9938
"kenapa gak buat rekruitmen yg ketat utk para ketua kopdesNya,, ini malah kerabat kepala Desa yg mengelola Kopdes",gak buat rekruitmen yg ketat utk ketua kopdesnya malah kerabat kepala desa yg mengelola kopdes,Netral,0.6243
ada kok temenku juga daftar,kok temenku daftar,Netral,0.9808
betul. beli di kopdes kalo emang bener2 menjual hasil tani masyarakat sekitar,betul beli kopdes kalo emang bener menjual hasil tani masyarakat,Negatif,0.4534
22 rb sampe 23 rb ga mungkin ada 16 rb,rb sampe rb ga mungkin rb,Negatif,0.8731
itu provit yg muat barang sebagai tambahan uang makan karna Uang jalan dari Ekpedisi nya kecil😁,provit yg muat barang tambahan uang makan karna uang jalan ekpedisi nya kecil,Negatif,0.8744
otomatis harga Sama Alfa Indomaret,otomatis harga sama alfa indomaret,Netral,0.9834
Contoh usaha yg baik itu Alfa dan Indomart walaupun tokonya berhadapan atau berdampingan tetep aja aman damai sentosa dan sllu ada pembelinya 😁,contoh usaha yg baik alfa indomart walaupun tokonya berhadapan berdampingan tetep aja aman damai sentosa sllu pembelinya,Positif,0.9893
"ini harganya termasuk miring atau engga? kalo iyaa mungkin ini salah satu dr cara memulihkan rupiah, soalnya bj Habibie jg gitu, harga sembako yang relatif murah dan harganya tetap (ga di naikkin) bisa memulihkan rupiah",harganya termasuk miring engga kalo iyaa mungkin salah satu dr cara memulihkan rupiah soalnya bj habibie jg gitu harga sembako relatif murah harganya tetap ga naikkin memulihkan rupiah,Positif,0.9276
displaynya jelek bgt,displaynya jelek bgt,Negatif,0.9982
yg mau kerja disini harus ordal kah😭,yg mau kerja disini ordal,Netral,0.9672
wkwkwk ... Indomaret rupanya....awak fikir koperasi,wkwkwk indomaret rupanya awak fikir koperasi,Netral,0.5408
bangkrut iki rek,bangkrut iki rek,Negatif,0.9966
PT indomarco produknya indomie,pt indomarco produknya indomie,Netral,0.9936
truss kenapa tutup indo Alfamart?,truss tutup indo alfamart,Netral,0.9966
Iya itu kek warung😭😭🤣,iya kek warung,Positif,0.6142
"namanya masih promo biar laris ntar,setelahnya sama saja",namanya promo biar laris ntar setelahnya sama,Positif,0.7473
malah buka warung,malah buka warung,Negatif,0.9379
bpkdhtsllnggen,bpkdhtsllnggen,Positif,0.9153
Wong nganjuk pisann😭😭😭😭,wong nganjuk pisann,Positif,0.9424
"jauh banget jarak nya,biar keisi semua kah",jauh banget jarak nya biar keisi semua,Negatif,0.996
mending meresmikan Indomaret sama Alfamart ajalah,mending meresmikan indomaret sama alfamart ajalah,Netral,0.958
haahhhh beneran kak?!,haahhhh beneran kak,Positif,0.889
Bungdes ditiap desa aja pd bangkrut uangnya ntah kmna? skrg mlah ngotot bikin kop m putih pasti gagal lagi uang negara tmbah habis ga karuan...,bungdes ditiap desa aja pd bangkrut uangnya ntah kmna skrg mlah ngotot bikin kop putih gagal uang negara tmbah habis ga karuan,Negatif,0.9973
dodolan POP ICE gk?,dodolan pop ice gk,Negatif,0.9931
sesuatu yg gk bnr psti tdk akan brtahan lama,yg gk bnr psti tdk brtahan lama,Negatif,0.8039
massa😂😂,massa,Negatif,0.9739
dimanakah ini apakah sudah ada di Morowali? klw ada auto pergi borong😆,dimanakah morowali klw auto pergi borong,Negatif,0.9445
program merah putih uang nya dari mana ya ?,program merah putih uang nya mana,Negatif,0.9315
KORUP kepala desa lu pea,korup kepala desa lu pea,Negatif,0.9977
paling bertahan tiga bulan,paling bertahan tiga bulan,Netral,0.8016
yaudh si😂,yaudh si,Negatif,0.9514
ribet bgt ajgg,ribet bgt ajgg,Negatif,0.9978
Kok malah koyo formasi bal-balan,kok malah koyo formasi bal balan,Negatif,0.9947
Sama warungku lengkap warungku,sama warungku lengkap warungku,Positif,0.8056
"presiden kita kasihan di bohongin terus sama para menterinya,,,,tapi beliau kaga pernah sadar2 KLO lagi dibohongin terus",presiden kasihan bohongin terus sama menterinya beliau kaga pernah sadar klo dibohongin terus,Negatif,0.9978
"buka waktu peresmian, sekarang tutup lagi",buka waktu peresmian sekarang tutup,Netral,0.9915
dzolim bangettt,dzolim bangettt,Negatif,0.5601
kegeden ngon e nak ngarani aku,kegeden ngon nak ngarani aku,Negatif,0.9977
satu rak cm satu brand yg di display😭,satu rak cm satu brand yg display,Netral,0.9842
😂😂😂... kyaknya presiden kena prank lagi dgn harga LPG,kyaknya presiden kena prank dgn harga lpg,Negatif,0.6057
Kita ga dianggap wilayah indonesia kayaknya kak yg d kalimantan ini🤣,ga dianggap wilayah indonesia kayaknya kak yg kalimantan,Negatif,0.688
"tujuan bagus tapi perlu evaluasi pak, pelaksanaan dilapangan banyak ngak jelas apalagi kopdes...ajang bancaan baru",tujuan bagus perlu evaluasi pak pelaksanaan dilapangan banyak ngak jelas kopdes ajang bancaan baru,Negatif,0.9882
"Biarkan saja dia ngoceh,😁",biarkan ngoceh,Negatif,0.9842
"yg bener aja displaynya gitu, ini kopdes tengah hutan kah 🗿",yg bener aja displaynya gitu kopdes tengah hutan,Netral,0.5623
ngk beda dgn yg udh byk dipasaran.. Alfamart dan Indomaret.. knpa ngk jual yg beda GT.. pupuk murah. beras murah..ini SM aj😳😳😳,ngk beda dgn yg udh byk dipasaran alfamart indomaret knpa ngk jual yg beda gt pupuk murah beras murah sm aj,Negatif,0.7843
Kurang modal gk sh😭,kurang modal gk sh,Negatif,0.9965
negara kalo punya project super effisien sekali ya,negara kalo punya project super effisien sekali,Positif,0.9922
